,Placement,Team,Score,TitleEligibile,Year,Event,Date,Division
0,1*,Daniel Poyo & Kiro,134.6,XQ-MCP Basic,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Men's)
1,2,Fernando Torino & Argos,117.7,,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Men's)
2,3,Luis Seccia & Flip,107.6,,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Men's)
3,4,Nahuel Oviedo & Pepita,100.1,,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Men's)
0,1*,Julieta Da Silva & Mila,112.8,XQ-WCP Basic,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Women's)
1,2,Mercedes Virue & Ozzy,90.4,XQ-WCP Basic,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Women's)
2,3,Maria Molina & Afrika,81.8,,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Women's)
3,4,Melisa Maldonado & Emma,76.1,,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Women's)
4,5,Melisa Maldonado & Toni,70.9,,2017,"Escobar, Argentina",8/20/2017,Classic Plastic (Women's)
0,1,Daniel Poyo & kiro,82.1,,2017,"Escobar, Argentina",8/20/2017,Light Plastic (Men's)
1,2,Nahuel Oviedo & pepita,0.0,,2017,"Escobar, Argentina",8/20/2017,Light Plastic (Men's)
0,1*,Carla Zinga & Kiro,97.8,XQ-WLP Advanced,2017,"Escobar, Argentina",8/20/2017,Light Plastic (Women's)
1,2,Melisa Maldonado & Emma,79.6,XQ-WLP Basic,2017,"Escobar, Argentina",8/20/2017,Light Plastic (Women's)
2,3,Melisa Maldonado & Toni,71.5,,2017,"Escobar, Argentina",8/20/2017,Light Plastic (Women's)
0,1*,German Roitbarg & Rocco,91.2,XQ-MM Basic,2017,"Escobar, Argentina",8/20/2017,MicroDog (Men's)
0,1,Carla Zinga & Rocco,0.0,,2017,"Escobar, Argentina",8/20/2017,MicroDog (Women's)
0,1*,Daniel Poyo & Kiro,120.9,,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Men's)
1,2,Nahuel Oviedo & Pepita,0.0,,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Men's)
0,1*,Maria Molina & Afrika,120.3,XQ-WUP Advanced,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Women's)
1,2,Julieta Da Silva & Mila,115.1,XQ-WUP Basic,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Women's)
2,3,Melisa Maldonado & Toni,80.3,,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Women's)
3,4,Melisa Maldonado & Emma,66.4,,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Women's)
4,5,Mercedes Virue & Esperanza,0.0,,2017,"Escobar, Argentina",8/20/2017,Unlimited Plastic (Women's)
0,1*,Troy Mool & Paizley,214.2,XQ-MCP Expert,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
1,2,Troy Mool & Jazmin,201.0,XQ-MCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
2,3,Chris Knapp & Jack,200.4,XQ-MCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
3,4,Mitch Anderson & Merika,182.7,XQ-MCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
4,5,Ron Roy & Hocus Pocus,179.4,XQ-MCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
5,6,Tony Kelso & Hardy,153.6,XQ-MCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
6,7,Steve Gannon & Copper,149.1,XQ-MCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
7,8,Darrin Canter & Stack,146.7,XQ-MCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
8,9,Tony Kelso & Hoot,125.1,XQ-MCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
9,10,Steve Gannon & Penny,109.2,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
10,11,Joe Day & Dolly,97.2,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
11,12,Andy Rackers & Shredder,92.1,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
12,13,Ron Roy & Motocross,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Men's)
0,1*,Kathy Mills & Boogieman,143.4,XQ-WCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
1,2,Izzy May & Thor,140.4,XQ-WCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
2,3,Kathy Mills & Keegan,135.3,XQ-WCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
3,4,Rrie Mills & Vengence,124.8,XQ-WCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
4,5,Jameelea Popenhagen & Miss Diva,122.1,XQ-WCP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
5,6,Rrie Mills & Jolly Roger,117.6,XQ-WCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
6,7,Rrie Mills & Arrf Matey,113.7,XQ-WCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
7,8,Jenna Canter & Stack,92.7,XQ-WCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
8,9,Jameelea Popenhagen & Miss Ruby,91.5,XQ-WCP Basic,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
9,10,Desiree St. Lawrence & Skully,88.2,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
10,11,Crystal Richardson & Shadow,80.7,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
11,12,Lydia Locklin & Patsy,62.4,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
12,13,Lydia Locklin & Ben,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
13,13,Kathy Mills & Muddoosa,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Classic Plastic (Women's)
0,1*,Chris Knapp & Jack,200.4,XQ-MLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
1,2,Troy Mool & Jazmin,197.7,XQ-MLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
2,3,Darrin Canter & Stack,188.7,XQ-MLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
3,4,Mitch Anderson & Merika,181.2,XQ-MLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
4,5,Troy Mool & Paizley,149.1,XQ-MLP Basic,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
5,6,Ron Roy & Hocus Pocus,146.7,XQ-MLP Basic,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
6,7,Steve Gannon & Penny,140.4,XQ-MLP Basic,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
7,8,Steve Gannon & Copper,114.0,XQ-MLP Basic,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
8,9,Joe Day & Dolly,66.6,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
9,10,Ron Roy & Motocross,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
10,10,Andy Rackers & Shredder,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
11,10,Tony Kelso & Hardy,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
12,10,Tony Kelso & Hoot,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Men's)
0,1*,Rrie Mills & Arrf Matey,134.4,XQ-WLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
1,2,Kathy Mills & Keegan,133.5,XQ-WLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
2,3,Kathy Mills & Boogieman,126.6,XQ-WLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
3,4,Kathy Mills & Muddoosa,126.0,XQ-WLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
4,5,Izzy May & Thor,125.1,XQ-WLP Expert,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
5,6,Rrie Mills & Jolly Roger,113.1,XQ-WLP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
6,7,Rrie Mills & Vengence,108.6,XQ-WLP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
7,8,Jameelea Popenhagen & Miss Diva,98.7,XQ-WLP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
8,9,Jenna Canter & Stack,68.1,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
9,10,Crystal Richardson & Shadow,66.3,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
10,11,Lydia Locklin & Ben,63.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
11,12,Lydia Locklin & Patsy,30.6,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
12,13,Desiree St. Lawrence & Skully,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
13,13,Jameelea Popenhagen & Miss Ruby,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Light Plastic (Women's)
0,1,Ron Roy & Hocus Pocus,0.0,,2017,"Gray Summit, Missouri",8/13/2017,MicroDog (Men's)
0,1*,Jameelea Popenhagen & Miss Diva,18.9,,2017,"Gray Summit, Missouri",8/13/2017,MicroDog (Women's)
1,2,Jameelea Popenhagen & Miss Ruby,0.0,,2017,"Gray Summit, Missouri",8/13/2017,MicroDog (Women's)
2,2,Lydia Locklin & Patsy,0.0,,2017,"Gray Summit, Missouri",8/13/2017,MicroDog (Women's)
0,1*,Troy Mool & Paizley,204.3,XQ-MUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
1,2,Darrin Canter & Stack,199.5,XQ-MUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
2,3,Ron Roy & Hocus Pocus,198.3,XQ-MUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
3,4,Troy Mool & Jazmin,192.6,XQ-MUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
4,5,Tony Kelso & Hardy,156.0,XQ-MUP Basic,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
5,6,Steve Gannon & Penny,154.6,XQ-MUP Basic,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
6,7,Steve Gannon & Copper,140.4,XQ-MUP Basic,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
7,8,Andy Rackers & Shredder,103.5,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
8,9,Joe Day & Dolly,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
9,9,Ron Roy & Motocross,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
10,9,Mitch Anderson & Merika,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
11,9,Chris Knapp & Jack,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
12,9,Tony Kelso & Hoot,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Men's)
0,1,Izzy May & Thor,146.1,XQ-WUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
1,2*,Kathy Mills & Keegan,138.6,XQ-WUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
2,3,Jameelea Popenhagen & Miss Diva,121.8,XQ-WUP Advanced,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
3,4,Rrie Mills & Vengence,118.8,XQ-WUP Basic,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
4,5,Rrie Mills & Arrf Matey,114.6,XQ-WUP Basic,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
5,6,Rrie Mills & Jolly Roger,101.1,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
6,7,Desiree St. Lawrence & Skully,99.6,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
7,8,Crystal Richardson & Shadow,90.9,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
8,9,Lydia Locklin & Ben,81.3,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
9,10,Jameelea Popenhagen & Miss Ruby,81.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
10,11,Jenna Canter & Stack,73.2,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
11,12,Lydia Locklin & Patsy,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
12,12,Kathy Mills & Muddoosa,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
13,12,Kathy Mills & Boogieman,0.0,,2017,"Gray Summit, Missouri",8/13/2017,Unlimited Plastic (Women's)
0,1*,Dennis LaPoma & Cooper,217.3,XQ-MCP Expert,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
1,2,Peter Williams & Steele,206.3,XQ-MCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
2,3,Peter Williams & Pocket,201.0,XQ-MCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
3,4,Peter Williams & Six,199.8,XQ-MCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
4,5,Todd Queen & Tanner,195.1,XQ-MCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
5,6,Frank Montgomery & Chicklet,189.5,XQ-MCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
6,7,George Van Dyke & Dash,178.4,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
7,8,Dennis LaPoma & Piper,173.8,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
8,9,Chris Carr & Payton,170.2,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
9,10,Rob Homack & Sydney,162.6,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
10,11,Chris Carr & Solo,161.8,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
11,12,Nick Schubert & Brodie,159.3,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
12,13,Jeff Bergquist & Colby,153.3,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
13,14,Albert C. Testar & Chester,152.8,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
14,15,Nick Schubert & Bridgett,150.3,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
15,16,Nick Schubert & Mat,147.8,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
16,17,Robert Clements & Zip,147.5,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
17,18,Joe Adams & Scout,147.2,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
18,19,Jeff Bergquist & Blake,141.1,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
19,20,Frank Montgomery & Jagger,140.1,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
20,21,Nick Schubert & Clover,134.3,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
21,22,Albert C. Testar & Tugger McGruff,128.8,XQ-MCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
22,23,Nick Schubert & Spell,0.0,,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
23,23,Don Kushon & Charli,0.0,,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Men's)
0,1,Stephanie Carbaugh & Dax,155.4,XQ-WCP Expert,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
1,2,Stephanie Carbaugh & Solo,125.2,XQ-WCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
2,3*,Tina Diehl & Cooper,122.4,XQ-WCP Advanced,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
3,4,Diane LaPoma & Cooper,117.3,XQ-WCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
4,5,Melanie Griggs & Jett,113.9,XQ-WCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
5,6,Criss Brown & Kora,113.8,XQ-WCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
6,7,Melanie Griggs & Zappa,108.4,XQ-WCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
7,8,Criss Brown & Riot,107.8,XQ-WCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
8,9,Sue Garfinkel & Blue,95.9,XQ-WCP Basic,2017,"Millersville, Maryland",8/13/2017,Classic Plastic (Women's)
0,1*,Peter Williams & Six,209.2,XQ-MLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
1,2,Dennis LaPoma & Cooper,196.3,XQ-MLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
2,3,Peter Williams & Steele,180.3,XQ-MLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
3,4,Frank Montgomery & Jagger,175.8,XQ-MLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
4,5,Albert C. Testar & Chester,168.8,XQ-MLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
5,6,Nick Schubert & Bridgett,165.9,XQ-MLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
6,7,Robert Clements & Zip,163.7,XQ-MLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
7,8,George Van Dyke & Dash,158.8,XQ-MLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
8,9,Chris Carr & Payton,149.7,XQ-MLP Basic,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
9,10,Nick Schubert & Brodie,149.5,XQ-MLP Basic,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
10,11,Rob Homack & Sydney,148.9,XQ-MLP Basic,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
11,12,Garry Diehl & Jax,137.1,XQ-MLP Basic,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
12,13,Todd Queen & Tanner,132.9,XQ-MLP Basic,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
13,14,Peter Williams & Pocket,93.6,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
14,15,Frank Montgomery & Glenna,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
15,15,Dennis LaPoma & Piper,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
16,15,Nick Schubert & Spell,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
17,15,Nick Schubert & Mat,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
18,15,Don Kushon & Charli,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
19,15,Nick Schubert & Clover,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
20,15,Joe Adams & Scout,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Men's)
0,1*,Stephanie Carbaugh & Solo,145.1,XQ-WLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
1,2,Stephanie Carbaugh & Payton,144.0,XQ-WLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
2,3,Diane LaPoma & Cooper,140.2,XQ-WLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
3,4,Criss Brown & Kora,135.2,XQ-WLP Expert,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
4,5,Tina Diehl & Cooper,117.9,XQ-WLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
5,6,Criss Brown & Riot,114.9,XQ-WLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
6,7,Melanie Griggs & Zappa,92.2,XQ-WLP Advanced,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
7,8,Melanie Griggs & Jett,86.1,XQ-WLP Basic,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
8,9,Stephanie Carbaugh & Dax,0.0,,2017,"Millersville, Maryland",8/13/2017,Light Plastic (Women's)
0,1*,Frank Montgomery & Bentley,175.8,XQ-MM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
1,2,Frank Montgomery & Chicklet,175.6,XQ-MM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
2,3,Frank Montgomery & Bil Boy Blu,170.0,XQ-MM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
3,4,Albert C. Testar & Chester,146.8,XQ-MM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
4,5,Frank Montgomery & Glenna,143.1,XQ-MM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
5,6,Chris Carr & Payton,126.1,XQ-MM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
6,7,Don Kushon & Charli,0.0,,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
7,7,Frank Montgomery & Gracie Lou,0.0,,2017,"Millersville, Maryland",8/13/2017,MicroDog (Men's)
0,1*,Stephanie Carbaugh & Payton,136.5,XQ-WM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Women's)
1,2,Criss Brown & Bentley,95.3,XQ-WM Elite,2017,"Millersville, Maryland",8/13/2017,MicroDog (Women's)
2,3,Melanie Griggs & Glenna,56.8,,2017,"Millersville, Maryland",8/13/2017,MicroDog (Women's)
3,4,Criss Brown & Bil Boy Blu,0.0,,2017,"Millersville, Maryland",8/13/2017,MicroDog (Women's)
0,1*,Peter Williams & Six,232.7,XQ-MUP Expert,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
1,2,Peter Williams & Pocket,230.3,XQ-MUP Expert,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
2,3,Nick Schubert & Bridgett,202.8,XQ-MUP Advanced,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
3,4,Frank Montgomery & Chicklet,192.1,XQ-MUP Advanced,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
4,5,Nick Schubert & Mat,184.3,XQ-MUP Advanced,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
5,6,Todd Queen & Tanner,184.0,XQ-MUP Advanced,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
6,7,Garry Diehl & Jax,183.8,XQ-MUP Advanced,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
7,8,George Van Dyke & Dash,178.4,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
8,9,Chris Carr & Payton,172.8,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
9,10,Rob Homack & Sydney,168.7,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
10,11,Robert Clements & Zip,168.6,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
11,12,Frank Montgomery & Jagger,165.8,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
12,13,Joe Adams & Scout,164.6,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
13,14,Jeff Bergquist & Colby,160.4,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
14,15,Nick Schubert & Spell,160.2,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
15,16,Nick Schubert & Brodie,159.8,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
16,17,Albert C. Testar & Chester,145.1,XQ-MUP Basic,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
17,18,Dennis LaPoma & Piper,0.0,,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
18,18,Dennis LaPoma & Cooper,0.0,,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
19,18,Nick Schubert & Clover,0.0,,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
20,18,Albert C. Testar & Tugger McGruff,0.0,,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
21,18,Jeff Bergquist & Blake,0.0,,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Men's)
0,1,Stephanie Carbaugh & Dax,166.0,XQ-WUP Expert,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Women's)
1,2,Stephanie Carbaugh & Solo,163.3,XQ-WUP Expert,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Women's)
2,3*,Tina Diehl & Cooper,159.1,XQ-WUP Expert,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Women's)
3,4,Tina Diehl & Jax,143.7,XQ-WUP Advanced,2017,"Millersville, Maryland",8/13/2017,Unlimited Plastic (Women's)
